anime_id,title,title_english,episodes,rating,score,scored_by,rank,popularity,members,genre,duration_min,aired_from_year
3782,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),the Garden of sinners Chapter 2: Murder Speculation Part A,1,R - 17+ (violence & profanity),7.95,89100,616,587,141796,"Action, Mystery, Supernatural, Romance, Thriller",61,2007
3783,Kara no Kyoukai 3: Tsuukaku Zanryuu,the Garden of sinners Chapter 3: Remaining Sense of Pain,1,R+ - Mild Nudity,8.16,83710,361,620,134831,"Action, Mystery, Supernatural, Drama, Thriller",59,2008
3784,Evangelion: 2.0 You Can (Not) Advance,Evangelion: 2.0 You Can (Not) Advance,1,PG-13 - Teens 13 or older,8.44,141762,138,295,235868,"Action, Sci-Fi, Mecha",112,2009
3785,Evangelion: 3.0 You Can (Not) Redo,Evangelion: 3.0 You Can (Not) Redo,1,PG-13 - Teens 13 or older,7.64,96735,1240,451,176857,"Action, Sci-Fi, Mecha",96,2012
3787,The Choujo,Maris the Chojo,1,PG-13 - Teens 13 or older,6.13,897,7008,6917,1948,"Comedy, Sci-Fi, Super Power",48,1986
3802,Gakuen Nanafushigi,Sex Craft,2,Rx - Hentai,6.32,808,,6434,2449,"Hentai, Supernatural",30,2003
3805,Kaitou Tenshi Twin Angel,,2,PG-13 - Teens 13 or older,6.03,1582,7279,5138,4400,Magic,30,2008
3807,Honoo no Alpenrose: Judy & Randy,Alpenrose,20,PG-13 - Teens 13 or older,6.96,402,3703,7481,1480,"Historical, Drama, Romance, Shoujo",22,1985
3808,Futari Daka,Futari Daka,36,G - All Ages,6.18,67,6826,10121,360,"Cars, Sports, Shounen",25,1984
3813,Gekkou no Pierce: Yumemi to Gin no Bara no Kishidan,Moonlight Pierce,1,G - All Ages,6.09,104,7103,9736,445,"Fantasy, Mystery, Romance, Shoujo",70,1991
3816,Idol Fight Suchie-Pai 2,Idol Fighter Su-Chi-Pai,1,PG-13 - Teens 13 or older,4.27,302,9419,8842,735,"Action, Ecchi",30,1996
3820,Space Station No.9,,1,G - All Ages,5.86,1093,7678,6896,1967,"Sci-Fi, Music, Space",5,2005
3821,Portable Kuukou,Portable Airport,1,G - All Ages,5.72,957,7952,7052,1830,"Sci-Fi, Music, Space",3,2004
3827,Ore wa Teppei,My Name Is Teppei,28,PG-13 - Teens 13 or older,6.83,161,4208,8751,774,"Action, Shounen, Sports",25,1977
3834,Hoshi no Ko Chobin,Starchild Chobin,26,G - All Ages,6.25,100,6575,10350,321,"Adventure, Sci-Fi",21,1974
3835,Ai no Gakkou Cuore Monogatari,,26,G - All Ages,6.78,323,4385,7718,1310,"Slice of Life, Historical, Drama, School",25,1981
3836,Meiken Jolie,Belle and Sebastian,52,G - All Ages,6.81,526,4281,7706,1325,"Adventure, Historical",22,1981
3841,Chi&#039;s Sweet Home,,104,G - All Ages,7.79,16579,893,1688,43447,"Comedy, Slice of Life",3,2008
3842,Doubutsu Takarajima,Animal Treasure Island,1,G - All Ages,6.6,401,5190,8057,1125,Adventure,75,1971
3844,Apache Yakyuugun,Apache Baseball Team,26,G - All Ages,6.07,52,7165,9958,395,"Action, Sports, School",25,1971
3848,"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",,1,PG-13 - Teens 13 or older,7.61,19978,1334,1895,36189,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",113,2008
3849,The SoulTaker: Tamashii-gari - Komugi Daisakusen,,3,PG-13 - Teens 13 or older,5.97,462,7425,7589,1412,Comedy,4,2001
3854,Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei,The Galaxy Railways: A Letter from the Abandoned Planet,4,PG-13 - Teens 13 or older,6.94,407,3774,7397,1545,"Drama, Sci-Fi, Space",30,2006
3858,Konchuu Monogatari Minashigo Hutch,The Adventures of Hutch the Honeybee,91,G - All Ages,6.42,828,5922,7291,1630,"Adventure, Comedy, Drama",24,1970
3859,Top Secret: The Revelation,,26,R+ - Mild Nudity,7.38,2761,2136,3220,13768,"Sci-Fi, Mystery, Police, Psychological, Shoujo",22,2008
3863,Sweet Valerian Specials,,8,G - All Ages,5.84,319,7717,8970,686,"Comedy, Magic, Shoujo",4,2005
3874,Ashita e Free Kick,,52,PG-13 - Teens 13 or older,6.65,439,4953,7838,1245,Sports,23,1992
3876,Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,,26,G - All Ages,6.47,76,5721,9878,411,"Adventure, Fantasy",25,1980
3879,Paris no Isabelle,,13,G - All Ages,6.22,60,6698,10279,333,"Historical, Drama",25,1979
3887,Ookiku Furikabutte Special,Big Windup!,1,G - All Ages,7.33,5750,2317,3758,9510,"Drama, Sports",24,2008
3889,Junk Boy,Junk Boy,1,R+ - Mild Nudity,6.1,2074,7083,5238,4164,"Comedy, Romance, Ecchi",45,1987
3900,Ougon Bat,Golden Bat,52,PG-13 - Teens 13 or older,6.51,132,5573,8907,710,"Action, Sci-Fi, Super Power",25,1967
3901,Baccano! Specials,,3,R - 17+ (violence & profanity),8.24,77553,274,718,119734,"Action, Mystery, Comedy, Historical, Supernatural",29,2008
3906,H. P. Lovecraft&#039;s The Dunwich Horror and Other Stories,,1,PG-13 - Teens 13 or older,6.32,454,6309,6754,2099,Horror,46,2007
3907,Ginga Sengoku Gunyuuden Rai,Galaxy Warring State Chronicle Rai,52,PG-13 - Teens 13 or older,8.08,2734,454,4192,7354,"Sci-Fi, Adventure, Space, Romance, Shounen",25,1994
3910,Kyuukyoku no Sex Adventure Kamasutra,Kama Sutra,1,Rx - Hentai,4.97,367,,8212,1033,"Action, Comedy, Romance, Hentai, Supernatural",42,1992
3911,Shuukaku no Yoru,The Harvest Night,2,Rx - Hentai,6.11,797,,6937,1935,Hentai,30,2002
3915,Time Bokan,Time Fighters,61,G - All Ages,6.62,299,5136,7919,1200,"Adventure, Comedy, Mecha",24,1975
3918,Resort Boin,,3,Rx - Hentai,7.37,6341,,3252,13459,Hentai,30,2007
3919,Shimaizuma: Shimaizuma 3 The Animation,Fleshdance,2,Rx - Hentai,6.89,1194,,5878,3112,Hentai,28,2007
3927,Mobile Suit Gundam 00 Second Season,Mobile Suit Gundam 00: Second Season,25,R - 17+ (violence & profanity),8.18,65300,336,851,102403,"Action, Military, Sci-Fi, Space, Drama, Mecha",24,2008
3931,Initial D Battle Stage 2,,1,PG-13 - Teens 13 or older,7.73,7137,1040,3108,14683,"Action, Cars, Sports, Drama, Seinen",80,2007
3932,Magnerobo Ga-Keen,,39,PG-13 - Teens 13 or older,6.41,134,5963,9292,565,"Action, Mecha, Sci-Fi",24,1976
3935,Karakuri Kiden: Hiwou Senki,Hiwou War Chronicles,26,None,6.67,216,4893,8465,903,"Action, Adventure, Mecha, Historical",25,2000
3936,Personal Computer Travel Tanteidan,Superbook 2,26,PG - Children,6.19,219,6800,8876,720,"Kids, Adventure, Historical, Sci-Fi",24,1983
3937,Takoyaki Mant-Man,Takoyaki Capeman,77,PG - Children,6.69,49,12349,11053,218,"Comedy, Sci-Fi",24,1998
3939,Kafun Shoujo Chuuihou! The Animation,,4,Rx - Hentai,7.21,3258,,3892,8731,Hentai,29,2008
3941,Rensa Byoutou,,2,Rx - Hentai,6.99,1193,,5838,3165,Hentai,30,2007
3954,Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,,1,G - All Ages,6.83,3196,4211,4242,7133,"Comedy, School",4,2007
3958,Kannagi,Kannagi: Crazy Shrine Maidens,13,PG-13 - Teens 13 or older,7.39,51941,2072,791,109171,"Comedy, School, Shounen, Supernatural",23,2008
3962,Chocolate Underground,,13,PG - Children,6.24,4545,6611,3644,10249,"Comedy, Kids",5,2008
3965,Nodame Cantabile Special,,1,G - All Ages,7.46,12622,1782,2527,22106,"Slice of Life, Comedy, Romance, Josei",15,2008
3972,Yu☆Gi☆Oh! 5D&#039;s,Yu-Gi-Oh! 5D&#039;s,154,PG-13 - Teens 13 or older,7.51,32999,1623,1268,64384,"Action, Game, Shounen",24,2008
3974,Tetsuwan Birdy Decode,Birdy the Mighty: Decode,13,PG-13 - Teens 13 or older,7.52,25528,1592,1312,61842,"Action, Sci-Fi, Comedy",24,2008
3975,Uchi no 3 Shimai,,141,G - All Ages,6.66,38,12542,10281,334,"Comedy, Slice of Life",23,2008
3989,Suna no Bara: Yuki no Mokushiroku,,1,R+ - Mild Nudity,6.29,334,6446,8576,856,Action,44,1993
3990,Kumo to Tulip,The Spider and the Tulip,1,G - All Ages,5.78,682,7842,7907,1211,Adventure,14,1943
3991,Mahou Shoujo-tai Arusu the Adventure,Tweeny Witches: Alice Adventures,6,PG-13 - Teens 13 or older,6.86,1065,4078,5465,3741,"Adventure, Comedy, Fantasy, Magic",24,2007
4000,Canary wa Kago no Naka,Cage,2,Rx - Hentai,6.17,550,,7518,1453,Hentai,30,2003
4010,Arai Men to YuYu The Animation,,2,Rx - Hentai,6.86,3785,,3908,8591,"Hentai, Demons, Supernatural, School",27,2008
4013,Paul no Miracle Daisakusen,Paul in Fantasy Island,50,G - All Ages,6.59,184,5260,9457,518,"Action, Adventure, Kids",25,1976
4014,Choujin Locke: Lord Leon,Locke the Superman: Lord Leon,3,PG-13 - Teens 13 or older,6.26,220,6541,9048,658,"Action, Sci-Fi, Super Power",29,1989
4015,School Rumble San Gakki,School Rumble 3rd Semester,2,PG-13 - Teens 13 or older,7.37,27220,2161,1604,46856,"Comedy, Romance, School, Shounen",25,2008
4017,Magical Moe,Magical Moe,1,Rx - Hentai,5.31,308,,8064,1121,"Hentai, Magic",24,2007
4021,Seiyou Kottou Yougashiten: Antique,Antique Bakery,12,PG-13 - Teens 13 or older,7.14,11121,3053,2330,25448,"Comedy, Shoujo, Shounen Ai",22,2008
4026,Pokemon Diamond & Pearl: Giratina to Sora no Hanataba Sheimi,Pokemon: Giratina and the Sky Warrior,1,PG - Children,7.07,26252,3311,1717,42418,"Action, Adventure, Fantasy, Kids",96,2008
4028,Slayers Revolution,,13,PG-13 - Teens 13 or older,7.35,13617,2254,2249,27017,"Adventure, Comedy, Fantasy",23,2008
4033,The iDOLM@STER Live For You!,,1,PG-13 - Teens 13 or older,6.29,2992,6451,4154,7495,"Comedy, Drama, Music",17,2008
4037,Cowboy Bebop: Yose Atsume Blues,Cowboy Bebop Session XX,1,R - 17+ (violence & profanity),7.51,9619,1604,2387,24525,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",27,1998
4038,Zettai Karen Children,Psychic Squad,51,PG-13 - Teens 13 or older,7.43,7939,1916,2059,31400,"Action, Comedy, Supernatural, Shounen",24,2008
4039,Golgo 13 (TV),Golgo 13,50,R+ - Mild Nudity,7.58,6264,1400,2401,24260,"Action, Adventure, Drama, Thriller, Seinen",24,2008
4050,Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,Mushiking: The Guardians of the Forest,52,G - All Ages,6.77,591,4448,7340,1584,Fantasy,22,2005
4051,Net Ghost Pipopa,Web Ghosts PiPoPa,51,G - All Ages,6.93,303,3820,7960,1178,"Action, Adventure, Comedy, Kids, Sci-Fi, Shounen",24,2008
4052,Medarot Damashii,Medabots Spirits,39,G - All Ages,6.74,6159,4588,3439,11763,"Action, Sci-Fi, Adventure",20,2000
4054,Norimono Oukoku BuBu ChaCha,,26,G - All Ages,6.88,165,4005,9825,422,"Slice of Life, Comedy",20,1999
4056,Masuda Kousuke Gekijou Gag Manga Biyori 3,,12,PG-13 - Teens 13 or older,7.24,857,2653,6920,1944,Comedy,5,2008
4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","Clannad: Another World, Tomoyo Chapter",1,PG-13 - Teens 13 or older,8.1,132514,433,389,193648,"Drama, Romance, School, Slice of Life",25,2008
4060,Grimm Masterpiece Theater,Grimm&#039;s Fairy Tale Classics,24,G - All Ages,7.56,892,1460,6341,2556,"Adventure, Comedy, Kids, Magic, Fantasy",24,1987
4061,Grimm Masterpiece Theater II,Grimm&#039;s Fairy Tale Classics,23,G - All Ages,7.48,570,1692,7473,1481,"Adventure, Comedy, Fantasy, Kids, Magic",20,1988
4062,Musashi no Ken,,72,G - All Ages,7.35,240,2246,7743,1303,"Shounen, Sports",20,1985
4063,Sekirei,Sekirei,12,R+ - Mild Nudity,7.32,128594,2359,291,238444,"Action, Comedy, Ecchi, Harem, Super Power",23,2008
4066,Tytania,Tytania,26,PG-13 - Teens 13 or older,6.88,5588,4014,3057,15163,"Adventure, Military, Psychological, Romance, Sci-Fi, Space",24,2008
4067,Shin Megami Tensei Devil Children,,50,PG - Children,6.48,156,5696,7627,1385,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",23,2000
4074,"Arano no Sakebi Koe: Hoero, Buck",The Call of the Wild,1,PG - Children,6.81,262,4259,8661,814,"Adventure, Drama",66,1981
4075,Super Robot Taisen OG: Divine Wars Special,Super Robot Wars Original Generation: Divine Wars Special,1,PG-13 - Teens 13 or older,6.89,772,3968,6957,1921,"Action, Comedy, Mecha",24,2007
4080,Kyou kara Maou! 3rd Series,,39,PG-13 - Teens 13 or older,7.93,8982,644,2490,22802,"Adventure, Comedy, Demons, Fantasy, Shoujo",24,2008
4081,Natsume Yuujinchou,Natsume&#039;s Book of Friends,13,PG-13 - Teens 13 or older,8.39,107891,173,229,285728,"Slice of Life, Supernatural, Drama, Fantasy, Shoujo",24,2008
4082,Kaibutsu Oujo: Konsui Oujo,,1,PG-13 - Teens 13 or older,7.08,3910,3267,3950,8405,"Action, Comedy, Horror, Supernatural, Vampire, Shounen",23,2008
4085,Yonimo Osoroshii Grimm Douwa,,3,R - 17+ (violence & profanity),6.22,107,6710,8528,874,"Dementia, Horror, Psychological",20,2000
4087,Michiko to Hatchin,Michiko & Hatchin,22,R - 17+ (violence & profanity),7.88,34621,743,841,103432,"Action, Adventure",22,2008
4094,Batman: Gotham Knight,Batman: Gotham Knight,6,PG-13 - Teens 13 or older,7.08,11906,3249,2717,19344,"Action, Adventure, Martial Arts",12,2008
4101,Wan Wan Celepoo Soreyuke! Tetsunoshin,,51,G - All Ages,6.7,68,4777,9319,559,"Comedy, Fantasy, Kids",23,2006
4106,Trigun: Badlands Rumble,Trigun - Badlands Rumble,1,PG-13 - Teens 13 or older,8.05,46998,498,1002,84119,"Action, Sci-Fi, Adventure, Comedy, Drama, Shounen",90,2010
4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,Gurren Lagann The Movie: Childhood&#039;s End,1,PG-13 - Teens 13 or older,8.22,49113,295,914,93731,"Action, Comedy, Mecha",112,2008
4124,Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,,1,G - All Ages,6.91,1178,3873,6043,2899,"Magic, Fantasy, Kids, Shoujo",51,2006
4130,Petit Eva: Evangelion@School,,24,G - All Ages,5.91,7131,7550,2833,17706,"Comedy, Parody, School",3,2007
4132,Wakakusa no Yon Shimai,Little Women,26,G - All Ages,6.6,197,5228,9096,644,"Slice of Life, Historical, Drama",23,1981
4138,Chiisana Pengin: Lolo no Bouken,The Adventures of Scamper the Penguin,3,G - All Ages,7.47,1050,1717,7116,1771,"Adventure, Slice of Life, Kids, Drama, Fantasy",30,1986
4150,Cosmos Pink Shock,,1,PG-13 - Teens 13 or older,5.64,591,8118,7855,1237,"Comedy, Parody, Sci-Fi, Space",35,1986
4151,Blade of the Immortal,Blade of the Immortal,13,R - 17+ (violence & profanity),6.9,17251,3899,1727,42041,"Action, Adventure, Historical, Samurai, Supernatural",24,2008
4155,One Piece Film: Strong World,One Piece Film Strong World,1,PG-13 - Teens 13 or older,8.33,73981,210,755,114843,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",115,2009
4156,Ichigo Mashimaro Episode 0,,1,PG-13 - Teens 13 or older,7.17,6078,2922,3578,10639,Comedy,4,2005
4158,Dore Dore no Uta,,1,G - All Ages,5.94,1103,7475,6877,1980,Music,3,2005
4162,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,You&#039;re Under Arrest: Diverting Traffic at the Beach,1,PG-13 - Teens 13 or older,7.21,1307,2789,6028,2909,"Action, Police, Comedy, Seinen",24,1997
4163,Seto no Hanayome OVA,Seto no Hanayome OVA,2,PG-13 - Teens 13 or older,7.98,21309,584,1859,37266,"Comedy, Parody, Romance, School",30,2008
4173,Shigofumi Picture Drama,,7,PG-13 - Teens 13 or older,6.67,1044,4903,5816,3194,Comedy,5,2008
4177,Bounen no Xamdou,Xam&#039;d: Lost Memories,26,PG-13 - Teens 13 or older,7.77,43433,935,905,95305,"Action, Military, Sci-Fi",24,2008
4181,Clannad: After Story,Clannad ~After Story~,24,PG-13 - Teens 13 or older,9.01,363239,14,55,607387,"Slice of Life, Comedy, Supernatural, Drama, Romance",24,2008
4182,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,,1,R - 17+ (violence & profanity),7.63,60724,1266,860,101524,"Sci-Fi, Comedy, Parody",23,2008
4186,Chrome Shelled Regios,Chrome Shelled Regios,24,R - 17+ (violence & profanity),7.51,69646,1603,636,132270,"Action, Adventure, Fantasy, School, Sci-Fi",24,2009
4188,Mahou Sensei Negima! Shiroki Tsubasa Ala Alba,,3,PG-13 - Teens 13 or older,7.6,7971,1353,2556,21669,"Adventure, Comedy, Ecchi, Harem, Magic, Romance, Shounen, Supernatural, Vampire",30,2008
4189,Winter Sonata,,26,PG-13 - Teens 13 or older,7.49,3379,1685,2920,16695,"Drama, Romance",25,2009
4191,Popolocrois Monogatari,Popolocrois Monogatari,25,PG - Children,7.14,514,3054,7256,1659,"Adventure, Fantasy",23,1998
4192,Hayate no Gotoku!!,Hayate the Combat Butler!!,25,PG-13 - Teens 13 or older,7.85,40143,791,1045,79418,"Action, Harem, Comedy, Parody, Romance, Shounen",24,2009
4195,Kodomo no Jikan: Ni Gakki,,3,R - 17+ (violence & profanity),7.25,13120,2618,2416,23966,"Comedy, Ecchi, School",23,2009
4196,Ikkitousen: Great Guardians,,12,R+ - Mild Nudity,6.9,20601,3916,1678,43866,"Action, Ecchi, Martial Arts, School, Super Power",24,2008
4197,Blue Dragon: Tenkai no Shichi Ryuu,Blue Dragon: The Seven Dragons of the Heavens,51,PG - Children,6.69,3684,4782,3804,9234,"Adventure, Comedy, Fantasy, Supernatural",20,2008
4200,Dirty Pair OVA,,10,PG-13 - Teens 13 or older,7.2,1371,2804,5577,3562,"Adventure, Comedy, Police, Sci-Fi",25,1987
4209,Mission-E,,12,PG - Children,6.55,1618,5416,5132,4416,"Action, Comedy, School, Sci-Fi",24,2008
4211,Hareluya II Boy,Hareluya II Boy,25,PG-13 - Teens 13 or older,6.61,104,5155,8573,854,"Action, Fantasy, Comedy, School, Shounen",23,1997
4214,Rosario to Vampire Capu2,Rosario + Vampire Capu2,13,R+ - Mild Nudity,7.17,160404,2938,269,255687,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire",24,2008
4224,Toradora!,Toradora!,25,PG-13 - Teens 13 or older,8.39,557898,174,13,910373,"Slice of Life, Comedy, Romance, School",24,2008
4240,Ginga Senpuu Braiger,Galactic Whirlwind Braiger,39,PG-13 - Teens 13 or older,6.93,221,3809,7952,1181,"Action, Sci-Fi, Adventure, Space, Mecha",23,1981
4242,Ginga Reppuu Baxingar,Galactic Gale Baxingar,39,PG-13 - Teens 13 or older,6.4,86,5984,9364,546,"Action, Adventure, Mecha",25,1982
4246,Eureka Seven: Pocket ga Niji de Ippai,"Eureka Seven - good night, sleep tight, young lovers",1,PG-13 - Teens 13 or older,7.22,19189,2715,1867,37113,"Adventure, Mecha, Romance, Sci-Fi",115,2009
4250,Kore ga UFO da! Soratobu Enban,That is an UFO! The Flying Saucer,1,PG - Children,4.85,360,9171,8951,693,"Sci-Fi, Space",15,1975
4262,Koihime†Musou,,12,R+ - Mild Nudity,6.86,15079,4073,1890,36426,"Action, Adventure, Historical, Ecchi, Martial Arts, Fantasy",25,2008
4264,Ultraviolet: Code 044,Ultraviolet: Code 044,12,R - 17+ (violence & profanity),6,768,7362,5065,4540,"Action, Sci-Fi",24,2008
4266,Vie Durant,,8,PG-13 - Teens 13 or older,4.95,158,9091,8195,1040,"Sci-Fi, Drama, Vampire",8,2003
4278,Shishunki Shoujo,,2,Rx - Hentai,6.57,880,,6515,2350,"Hentai, School",30,2008
4280,Kara no Kyoukai 4: Garan no Dou,the Garden of sinners Chapter 4: The Hollow Shrine,1,R - 17+ (violence & profanity),8,78750,553,657,128075,"Action, Mystery, Supernatural, Thriller",46,2008
4282,Kara no Kyoukai 5: Mujun Rasen,the Garden of sinners Chapter 5: Paradox Paradigm,1,R - 17+ (violence & profanity),8.63,78701,65,594,139495,"Action, Mystery, Supernatural, Drama, Romance, Thriller",114,2008
4306,Mizugumo Monmon,Water Spider Monmon,1,G - All Ages,6.75,332,4538,7136,1755,"Fantasy, Kids, Romance",15,2006
4334,Heroman,,26,PG - Children,6.9,9951,3915,2234,27468,"Action, Sci-Fi, Shounen",24,2010
4339,Ashita e Attack!,Attack on Tomorrow,23,PG-13 - Teens 13 or older,6.69,237,4781,8625,831,"Sports, School, Drama",24,1977
4355,Tsuukin Kairaku: Chikan de Go!!,,2,Rx - Hentai,5.85,699,,6964,1913,Hentai,20,2007
4358,Aniyome wa Ijippari,Lover-in-Law,2,Rx - Hentai,7.12,5238,,3545,10937,Hentai,30,2008
4382,Suzumiya Haruhi no Yuuutsu (2009),The Melancholy of Haruhi Suzumiya Season 2,14,PG-13 - Teens 13 or older,7.27,181648,2546,202,306024,"Sci-Fi, Slice of Life, Mystery, Comedy, Parody, Romance, School",24,2009
4415,World Destruction: Sekai Bokumetsu no Rokunin,Sands of Destruction,13,PG-13 - Teens 13 or older,7.06,18725,3354,1776,40083,"Adventure, Fantasy",25,2008
4420,Vampiyan Kids: Pilot,,1,G - All Ages,6.26,263,6561,9191,605,"Action, Comedy, Kids, Vampire",18,1999
4437,Naruto: Shippuuden Movie 2 - Kizuna,Naruto: Shippuden the Movie 2 -Bonds-,1,PG-13 - Teens 13 or older,7.41,75524,1984,667,125270,"Action, Martial Arts, Shounen, Supernatural",92,2008
4439,Kurenai Sanshirou,Judo Boy,26,PG-13 - Teens 13 or older,6.6,213,5207,8696,801,"Action, Martial Arts, Sports",25,1969
4443,Duel Masters Charge,,52,PG-13 - Teens 13 or older,6.32,1761,6303,5653,3451,"Action, Adventure, Comedy, Shounen",21,2004
4447,Detective Conan Movie 12: Full Score of Fear,,1,PG-13 - Teens 13 or older,7.94,14846,629,2352,25166,"Adventure, Police, Comedy, Mystery, Shounen",116,2008
4450,Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,Chrono Crusade: Azmaria&#039;s Lessons,11,PG-13 - Teens 13 or older,6.67,2983,4876,3823,9151,"Adventure, Comedy, Demons, Historical, Supernatural",3,2004
4451,Tanin no Kankei,,2,R+ - Mild Nudity,6.3,421,6407,8049,1130,"Comedy, Ecchi, Romance, School",45,1994
4454,Macross F: Close Encounter - Deculture Edition,,1,PG-13 - Teens 13 or older,7.82,4725,846,3694,9890,"Action, Mecha, Military, Music, Sci-Fi, Space",27,2007
4459,Ojarumaru,Prince Mackaroo,0,G - All Ages,6.41,198,5965,8744,779,"Adventure, Comedy, Kids, Fantasy",10,1998
4472,Lucky☆Star: Original na Visual to Animation,,1,PG-13 - Teens 13 or older,7.89,59049,719,901,95576,"Comedy, Parody, School, Slice of Life",42,2008
4477,Nodame Cantabile: Paris-hen,,11,PG-13 - Teens 13 or older,8.24,53908,281,988,85660,"Music, Slice of Life, Comedy, Romance, Josei",23,2008
4481,Saiyuuki,Alakazam the Great,1,G - All Ages,6.47,595,5734,7355,1575,Adventure,88,1960
4483,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,Someday&#039;s Dreamers II: Sora,12,G - All Ages,7.37,5070,2151,2823,17762,"Slice of Life, Drama, Magic, Romance, Shounen",23,2008
4485,Kasei Yakyoku,Nightsong of Splendor,4,PG-13 - Teens 13 or older,6.76,173,4496,8468,907,"Historical, Drama, Romance",30,1989
4491,Choisuji,,2,Rx - Hentai,6.25,2015,,5069,4536,Hentai,24,2007
4492,Seisen Gakuin,Holy Sleazy School,1,Rx - Hentai,5.73,673,,6760,2090,Hentai,18,2007
4494,Enyoku,,1,Rx - Hentai,6.18,961,,6536,2327,Hentai,30,2007
4496,Zero Sum Game: Sex Crime,Zero Sum Game,1,Rx - Hentai,5.25,491,,7515,1456,Hentai,30,2001
4503,Choujikuu Kidan Southern Cross,Robotech Masters,23,R+ - Mild Nudity,6.7,2156,4744,5019,4653,"Action, Sci-Fi, Drama, Mecha",23,1984
4504,Kinkyuu Hasshin Saver Kids,Emergency Departure Rescue Kids,50,PG-13 - Teens 13 or older,6.47,88,5720,10246,337,"Action, Sci-Fi, Adventure, Comedy, Mecha",25,1991
4508,D.C.S.S: Da Capo Second Season Omake,D.C.S.S: Da Capo Second Season Omake,7,PG-13 - Teens 13 or older,6.76,1536,4487,4813,5178,"Comedy, Harem, Romance",7,2005
4513,Hakujaden,The Great White Snake,1,G - All Ages,6.23,1011,6646,6348,2550,"Adventure, Fantasy, Historical, Romance",78,1958
